SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,January-18-2019,Vacant Land,23 Clear Lake Loop,Poteet,TX,78065,58000,,,Not In Defined Subdivision,,217800,,294,,,Sold,,,http://www.redfin.com/TX/Poteet/23-Clear-Lake-Loop-78065/home/144989739,Sabor,1353233,N,Y,29.1421261,-98.6379767
PAST SALE,May-9-2019,Vacant Land,440 Ashford Cir,Poteet,TX,78065,39000,,,The Highlands,,65775,,183,,,Sold,,,http://www.redfin.com/TX/Poteet/440-Ashford-Cir-78065/home/48582392,Sabor,1377324,N,Y,29.149229,-98.620685
PAST SALE,May-13-2019,Vacant Land,76 Mcconnell Rd,Somerset,TX,78069,155000,,,Dove Valley Estates,,493534,,179,,,Sold,,,http://www.redfin.com/TX/Unknown/76-Mcconnell-Rd-78069/home/161098822,Sabor,1375022,N,Y,29.1929363,-98.6950023
PAST SALE,May-17-2019,Vacant Land,491 Trophy Ln,Poteet,TX,78065,35000,,,Trophy Oaks,,65340,,175,,,Sold,,,http://www.redfin.com/TX/Poteet/491-Trophy-Ln-78065/home/48583483,Sabor,1358104,N,Y,29.140389,-98.674593
PAST SALE,June-7-2019,Vacant Land,1871 Quail Run Dr,Lytle,TX,78052,80000,,,Quail Creek,,280962,,154,,8,Sold,,,http://www.redfin.com/TX/Lytle/1871-Quail-Run-78052/home/48588268,Sabor,1374010,N,Y,29.1739451,-98.7318149
PAST SALE,August-30-2019,Vacant Land,1469 Eichman,Poteet,TX,78065,104000,,,H Johnston,444748,444747,,70,0,,Sold,,,http://www.redfin.com/TX/Poteet/1469-Eichman-Rd-78065/home/167127452,Sabor,1393245,N,Y,29.112647,-98.6305105
PAST SALE,August-27-2019,Vacant Land,LOT 9 FM 2504,Poteet,TX,78065,29000,,,Tabberer S/d Unit 1,,38332,,73,,,Sold,,,http://www.redfin.com/TX/Unknown/LOT-9-78065/home/168858005,Sabor,1354648,N,Y,29.0663103,-98.7502399
PAST SALE,May-29-2019,Vacant Land,0000 County Road 128,Floresville,TX,78114,43000,,,J De La Garza Sur,,121053,,163,,,Sold,,,http://www.redfin.com/TX/Floresville/County-Rd-163-78114/home/48523114,Sabor,1340597,N,Y,29.238155,-98.301586
PAST SALE,December-7-2017,Vacant Land,663 County Road 356,Adkins,TX,78101,39000,,,J H San Miguel,,43560,,701,,,Sold,,,http://www.redfin.com/TX/Adkins/663-County-Rd-356-78101/home/48525816,Sabor,1268082,N,Y,29.34853,-98.167434
PAST SALE,August-23-2018,Vacant Land,10.009 ACRES County Road 429,Stockdale,TX,78160,82500,,,Sunbelt Estates Arb,,436035,,442,,,Sold,,,http://www.redfin.com/TX/Stockdale/10-009-ACRES-County-Road-429-78160/home/144730075,Sabor,1288282,N,Y,29.2369085,-97.9600035
PAST SALE,March-27-2018,Vacant Land,154 W Robin Lynn Dr,Somerset,TX,78069,65000,,,Forest Oaks,,171626,,591,,,Sold,,,http://www.redfin.com/TX/Somerset/154-W-Robin-Lynn-Dr-78069/home/144877031,Sabor,1293149,N,Y,29.1840335,-98.7108128
