SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-3-2019,Vacant Land,4360 Lake Shore Dr,May,TX,76857,35000,0,,"Harbor Point Section 1, Dock #8128",,30056,,322,,15,Sold,,,http://www.redfin.com/TX/May/4360-Lake-Shore-Dr-76857/home/55042615,NTREIS,14027902,N,Y,31.902167,-99.024879
PAST SALE,September-28-2018,Vacant Land,Lake Point Dr,May,TX,76857,5000,0,,Oak Point Ph Two,,22390,,539,,21,Sold,,,http://www.redfin.com/TX/Unknown/Lake-Point-Dr-76857/home/74990490,NTREIS,13193333,N,Y,31.877501,-99.007721
PAST SALE,June-30-2017,Vacant Land,658 Oak Point Dr,May,TX,76857,199700,0,,Oak Point Phase 02,,22956,,994,,21,Sold,,,http://www.redfin.com/TX/May/658-Oak-Point-Dr-76857/home/90357528,NTREIS,13204397,N,Y,31.8742537,-99.0082327
PAST SALE,September-3-2019,Vacant Land,0 County Road 454,Brownwood,TX,76801,110000,0,,Dominion Point Lot 1,,50617,,199,,,Sold,,,http://www.redfin.com/TX/Unknown/County-Road-454-76801/home/148436895,NTREIS,13984334,N,Y,31.874636,-99.036147
PAST SALE,October-7-2019,Vacant Land,CR 420,May,TX,76801,22900,0,,Pecan Bayou Estates,,54624,,165,,,Sold,,,http://www.redfin.com/TX/May/CR-420-76857/home/147427474,NTREIS,14157809,N,Y,31.935573,-99.05057
PAST SALE,October-6-2019,Vacant Land,105 Oak Bluff Ln,May,TX,76857,10000,0,,Oak Point Ph One,,22128,,166,,15,Sold,,,http://www.redfin.com/TX/May/105-Oak-Bluff-Ln-76857/home/102147905,NTREIS,14096606,N,Y,31.892118,-98.98952
PAST SALE,January-3-2020,Vacant Land,0 Deepwater Rd Rd,Brownwood,TX,76801,149000,0,,Deepwater Estates,,178988,,77,,,Sold,,,http://www.redfin.com/TX/Brownwood/Deep-Water-Rd-76801/home/74986722,NTREIS,13993243,N,Y,31.862108,-99.001832
PAST SALE,May-19-2017,Vacant Land,County Road 594,Brownwood,TX,76801,125000,0,,Rolling Hills Estate,,44039,,1036,,,Sold,,,http://www.redfin.com/TX/Unknown/Unknown-76801/home/107604889,NTREIS,13396152,N,Y,31.838109,-99.087881
PAST SALE,May-10-2017,Vacant Land,E Oak St,Early,TX,76802,19000,0,,Cisco Road Add,,179946,1940,1045,,,Sold,,,http://www.redfin.com/TX/Early/E-Oak-St-76802/home/147473861,NTREIS,13512401,N,Y,31.765985,-98.953483
PAST SALE,August-29-2018,Vacant Land,0 Hwy 279,Brownwood,TX,76801,60000,0,,Brownwood Oaks Sub,,306227,,569,,,Sold,,,http://www.redfin.com/TX/Brownwood/Unknown-Unknown/home/145778500,NTREIS,13848699,N,Y,31.745334,-99.00536
PAST SALE,March-28-2017,Vacant Land,Brewster St,Brownwood,TX,76801,540,0,,Industrial First Add,,23000,,1088,,,Sold,,,http://www.redfin.com/TX/Brownwood/Brewster-St-76801/home/74984409,NTREIS,13437784,N,Y,31.723416,-98.993746
PAST SALE,July-26-2018,Vacant Land,6528 County Road 225,Brownwood,TX,76801,28900,0,,Kerr County School Land,,41818,,603,,,Sold,,,http://www.redfin.com/TX/Brownwood/6528-County-Road-225-76801/home/146200284,NTREIS,13770974,N,Y,31.6459349,-98.999538
PAST SALE,October-18-2019,Vacant Land,14845 Clear Creek Dr,Brookesmith,TX,76827,49000,0,,Clear Creek Acres,,327658,,154,,,Sold,,,http://www.redfin.com/TX/Brookesmith/14845-Clear-Creek-Dr-76827/home/161570986,NTREIS,14177158,N,Y,31.52973,-99.083073
PAST SALE,November-20-2019,Vacant Land,5 Oak Hill Cir,Brownwood,TX,76801,33000,0,,Oak Hill,,55757,,121,,,Sold,,,http://www.redfin.com/TX/Brownwood/5-Oak-Hill-Cir-76801/home/104464955,NTREIS,13352266,N,Y,31.646001,-99.0039321
PAST SALE,March-6-2019,Vacant Land,AVOLYN Dr,Brownwood,TX,76801,49000,0,,"Ponderosa Acres,LOT 11-12,",,161608,,380,,,Sold,,,http://www.redfin.com/TX/Unknown/Avolyn-Ave-76801/home/74975639,NTREIS,13913231,N,Y,31.834312,-99.104859
PAST SALE,October-19-2018,Vacant Land,Oak Point Dr,Lake Brownwood,TX,76857,75000,0,,Woodbridge Estates Ph I,,37462,,518,,23,Sold,,,http://www.redfin.com/TX/May/370-Oak-Point-Dr-76857/home/74990116,NTREIS,13799578,N,Y,31.879625,-99.018702
PAST SALE,October-15-2019,Vacant Land,11951 Hwy 84-183 E,Zephyr,TX,76890,48500,0,,UNK,,215404,,157,,,Sold,,,http://www.redfin.com/TX/Zephyr/11951-US-84-76890/home/74991838,NTREIS,14152196,N,Y,31.673335,-98.786475
PAST SALE,August-8-2018,Vacant Land,201 Green River Dr,Brownwood,TX,76801,145000,0,,201 Green River Dr,,1163357,,590,,,Sold,,,http://www.redfin.com/TX/Brownwood/201-Green-River-Dr-76801/home/145926563,NTREIS,13856790,N,Y,31.812982,-99.125164
PAST SALE,September-27-2019,Vacant Land,4051 County Road 147,Brownwood,TX,76801,95000,0,,,,1307671,,175,,,Sold,,,http://www.redfin.com/TX/Brownwood/4051-County-Road-147-76801/home/168681548,NTREIS,14165928,N,Y,31.764506,-99.123839
PAST SALE,September-27-2019,Vacant Land,5241 Highway 279,Brownwood,TX,76801,30000,0,,Country Oaks Estates,,213444,1982,175,,,Sold,,,http://www.redfin.com/TX/Brownwood/5241-TX-279-76801/home/74976034,NTREIS,14191666,N,Y,31.779986,-99.0958409
PAST SALE,June-24-2019,Vacant Land,102 Reynolds Ln,Brownwood,TX,76801,149900,0,,Hill Top Acres Sub,,630705,2018,270,,,Sold,,,http://www.redfin.com/TX/BROWNWOOD/102-REYNOLDS-LN-76801/home/74976095,NTREIS,14035447,N,Y,31.876779,-99.118275
PAST SALE,November-20-2019,Vacant Land,4 Oak Hill Cir,Brownwood,TX,76801,42500,0,,Oak Hill,,54886,,121,,,Sold,,,http://www.redfin.com/TX/Brownwood/4-Oak-Hill-Cir-76801/home/105032576,NTREIS,13350829,N,Y,31.647161,-99.005182
PAST SALE,October-17-2019,Vacant Land,400 Mountain View Loop,Brownwood,TX,76801,180000,0,,Mountain View Estates,,28837,,155,,,Sold,,,http://www.redfin.com/TX/Brownwood/400-Mountain-View-Ln-76801/home/55053412,NTREIS,13822662,N,Y,31.8168924,-99.0711032
PAST SALE,February-6-2018,Vacant Land,17582 Mustang Dr,Brownwood,TX,76801,15681,0,,see private remarks,,130680,,773,,,Sold,,,http://www.redfin.com/TX/Brownwood/17582-Mustang-Dr-76801/home/112711096,NTREIS,13510611,N,Y,31.667819,-98.968787
PAST SALE,November-21-2018,Vacant Land,17585 Mustang Dr,Brownwood,TX,76801,15456,0,,see private remarks,,128807,,485,,,Sold,,,http://www.redfin.com/TX/Brownwood/17585-Mustang-Dr-76801/home/112712634,NTREIS,13954753,N,Y,31.6678,-98.968465
PAST SALE,November-21-2018,Vacant Land,17586 Mustang Dr,Brownwood,TX,76801,13841,0,,see private remarks,,115347,,485,,,Sold,,,http://www.redfin.com/TX/Brownwood/17586-Mustang-Dr-76801/home/112712745,NTREIS,13954764,N,Y,31.66728,-98.968905
PAST SALE,October-29-2018,Vacant Land,"0 Wagon Wheel, Sierra",Brownwood,TX,76801,90000,0,,Woodland Acres Add,,492228,,508,,,Sold,,,http://www.redfin.com/TX/Brownwood/0-Wagon-Wheel-Sierra-76801/home/113658131,NTREIS,13030529,N,Y,31.670062,-98.970912
PAST SALE,November-21-2018,Vacant Land,17584 Mustang Dr,Brownwood,TX,76801,32864,0,,see private remarks,,273905,,485,,,Sold,,,http://www.redfin.com/TX/Brownwood/17584-Mustang-Dr-76801/home/112712444,NTREIS,13954739,N,Y,31.66871,-98.968685
PAST SALE,February-6-2018,Vacant Land,17581 Mustang Dr,Brownwood,TX,76801,31363,0,,see private remarks,,261360,,773,,,Sold,,,http://www.redfin.com/TX/Brownwood/17581-Mustang-Dr-76801/home/112708176,NTREIS,13510607,N,Y,31.672065,-98.967961
PAST SALE,April-20-2018,Vacant Land,301 Comanche Rd,Brownwood,TX,76801,42000,0,,Indian Creek Estates,,397703,,700,,,Sold,,,http://www.redfin.com/TX/Brownwood/301-Comanche-Rd-76801/home/143476463,NTREIS,13729662,N,Y,31.520105,-98.990528
